record_id,customer_id,customer_archetype,customer_ltv,customer_failure_rate,customer_opted_out,subscription_id,subscription_paid_count,subscription_remaining_count,amount,failure_reason,attempt_count,hours_since_first_failure,interventions_count,is_weekend,action_taken,recovered,recovered_amount,recovery_time_hours,action_cost,friction,reward,provenance
rec_000248,66877,reliable,43633.5,0.04,False,sub_sim_66877,2,10,2499.0,insufficient_funds,1,0.0,0,1,PAYMENT_LINK,1,2499.0,24.0,15.0,1.0,2384.0,SYNTHETIC_TRAINING_DATA
rec_000249,27459,reliable,47520.64,0.04,False,sub_sim_27459,2,8,999.0,insufficient_funds,1,0.0,0,1,SEND_REMINDER,1,999.0,12.0,10.0,1.2,869.0,SYNTHETIC_TRAINING_DATA
rec_000250,6033,reliable,79544.54,0.04,False,sub_sim_6033,1,4,4999.0,temporary_bank_failure,1,0.0,0,1,RETRY,1,4999.0,1.0,5.0,0.2,4974.0,SYNTHETIC_TRAINING_DATA
rec_000251,99366,occasional,39242.24,0.15,False,sub_sim_99366,8,7,999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000252,10921,occasional,21918.37,0.15,False,sub_sim_10921,3,4,999.0,network_error,1,0.0,0,1,WAIT,0,0.0,24.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000253,12407,reliable,71123.12,0.04,False,sub_sim_12407,3,7,24999.0,insufficient_funds,1,0.0,0,0,PAYMENT_LINK,1,24999.0,24.0,15.0,1.0,24884.0,SYNTHETIC_TRAINING_DATA
rec_000254,18514,reliable,96926.65,0.04,False,sub_sim_18514,9,8,59999.0,temporary_bank_failure,1,0.0,0,0,ESCALATE_TO_HUMAN,0,0.0,48.0,150.0,0.8,-230.0,SYNTHETIC_TRAINING_DATA
rec_000255,9596,reliable,42061.6,0.04,False,sub_sim_9596,2,3,4999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000256,20233,reliable,44022.08,0.04,False,sub_sim_20233,3,3,24999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000257,48878,reliable,56454.8,0.04,False,sub_sim_48878,9,9,4999.0,insufficient_funds,1,0.0,0,1,SEND_REMINDER,1,4999.0,12.0,10.0,1.2,4869.0,SYNTHETIC_TRAINING_DATA
rec_000258,81411,reliable,22247.06,0.04,False,sub_sim_81411,7,8,2499.0,insufficient_funds,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000259,5842,reliable,50382.98,0.04,False,sub_sim_5842,3,7,59999.0,invalid_payment_method,1,0.0,0,0,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
rec_000260,24492,reliable,47810.19,0.04,False,sub_sim_24492,9,8,4999.0,invalid_payment_method,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000261,80294,occasional,49930.79,0.15,False,sub_sim_80294,6,9,9999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000262,41715,reliable,84615.62,0.04,False,sub_sim_41715,3,9,2499.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000263,76869,occasional,25327.14,0.15,False,sub_sim_76869,6,2,999.0,invalid_payment_method,1,0.0,0,1,WAIT,0,0.0,24.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000264,32465,reliable,55615.44,0.04,False,sub_sim_32465,5,6,9999.0,insufficient_funds,1,0.0,0,0,WAIT,0,0.0,24.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000265,81693,reliable,31905.68,0.04,False,sub_sim_81693,8,2,24999.0,invalid_payment_method,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,1,24999.0,36.0,20.0,1.5,24829.0,SYNTHETIC_TRAINING_DATA
rec_000266,96976,reliable,72572.54,0.04,False,sub_sim_96976,9,4,24999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000267,63030,reliable,87941.98,0.04,False,sub_sim_63030,5,6,2499.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000268,59509,reliable,98732.71,0.04,False,sub_sim_59509,6,3,59999.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,1,59999.0,12.0,10.0,1.2,59869.0,SYNTHETIC_TRAINING_DATA
rec_000269,14241,high_risk,18426.96,0.35,False,sub_sim_14241,7,2,4999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000270,35510,reliable,71325.85,0.04,False,sub_sim_35510,7,6,999.0,invalid_payment_method,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000271,2498,reliable,64980.21,0.04,False,sub_sim_2498,1,10,2499.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000272,32142,reliable,82342.21,0.04,False,sub_sim_32142,4,9,24999.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000273,46695,occasional,40081.82,0.15,False,sub_sim_46695,6,9,24999.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000274,64221,occasional,22820.37,0.15,False,sub_sim_64221,7,2,4999.0,invalid_payment_method,1,0.0,0,1,STOP_RECOVERY,0,0.0,0.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000275,1972,reliable,97015.31,0.04,False,sub_sim_1972,5,3,9999.0,invalid_payment_method,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,0,0.0,36.0,20.0,1.5,-170.0,SYNTHETIC_TRAINING_DATA
rec_000276,20967,reliable,98744.97,0.04,False,sub_sim_20967,8,6,24999.0,temporary_bank_failure,1,0.0,0,1,SEND_REMINDER,0,0.0,12.0,10.0,1.2,-130.0,SYNTHETIC_TRAINING_DATA
rec_000277,12618,occasional,48062.2,0.15,False,sub_sim_12618,1,7,999.0,insufficient_funds,1,0.0,0,0,PAYMENT_LINK,1,999.0,24.0,15.0,1.0,884.0,SYNTHETIC_TRAINING_DATA
rec_000278,90570,occasional,21622.34,0.15,False,sub_sim_90570,3,10,4999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000279,30607,reliable,36176.71,0.04,False,sub_sim_30607,6,6,9999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000280,38574,high_risk,14668.77,0.35,False,sub_sim_38574,7,6,4999.0,network_error,1,0.0,0,0,RETRY,1,4999.0,1.0,5.0,0.2,4974.0,SYNTHETIC_TRAINING_DATA
rec_000281,10724,reliable,42048.38,0.04,False,sub_sim_10724,3,9,4999.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000282,82579,occasional,48955.17,0.15,False,sub_sim_82579,7,6,59999.0,invalid_payment_method,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,0,0.0,36.0,20.0,1.5,-170.0,SYNTHETIC_TRAINING_DATA
rec_000283,48462,reliable,64743.31,0.04,False,sub_sim_48462,3,3,9999.0,invalid_payment_method,1,0.0,0,1,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
rec_000284,2296,reliable,72059.23,0.04,False,sub_sim_2296,6,2,24999.0,temporary_bank_failure,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,0,0.0,36.0,20.0,1.5,-170.0,SYNTHETIC_TRAINING_DATA
rec_000285,22766,reliable,89612.95,0.04,False,sub_sim_22766,9,2,2499.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,0,0.0,12.0,10.0,1.2,-130.0,SYNTHETIC_TRAINING_DATA
rec_000286,39410,reliable,66784.04,0.04,False,sub_sim_39410,2,3,9999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000287,28234,reliable,81588.52,0.04,False,sub_sim_28234,7,7,59999.0,insufficient_funds,1,0.0,0,0,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
rec_000288,68053,reliable,35231.93,0.04,False,sub_sim_68053,9,4,999.0,invalid_payment_method,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,0,0.0,36.0,20.0,1.5,-170.0,SYNTHETIC_TRAINING_DATA
rec_000289,51643,high_risk,21487.38,0.35,False,sub_sim_51643,3,5,59999.0,temporary_bank_failure,1,0.0,0,1,RETRY,1,59999.0,1.0,5.0,0.2,59974.0,SYNTHETIC_TRAINING_DATA
rec_000290,11112,reliable,40231.0,0.04,False,sub_sim_11112,3,4,4999.0,insufficient_funds,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,0,0.0,36.0,20.0,1.5,-170.0,SYNTHETIC_TRAINING_DATA
rec_000291,42969,occasional,21784.94,0.15,False,sub_sim_42969,6,8,59999.0,temporary_bank_failure,1,0.0,0,0,STOP_RECOVERY,0,0.0,0.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000292,30753,occasional,32190.44,0.15,False,sub_sim_30753,8,2,59999.0,insufficient_funds,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000293,63221,reliable,24237.11,0.04,False,sub_sim_63221,3,5,2499.0,temporary_bank_failure,1,0.0,0,0,ESCALATE_TO_HUMAN,0,0.0,48.0,150.0,0.8,-230.0,SYNTHETIC_TRAINING_DATA
rec_000294,13380,reliable,39115.95,0.04,False,sub_sim_13380,4,9,9999.0,temporary_bank_failure,1,0.0,0,0,ESCALATE_TO_HUMAN,1,9999.0,48.0,150.0,0.8,9769.0,SYNTHETIC_TRAINING_DATA
rec_000295,38788,reliable,97018.24,0.04,False,sub_sim_38788,1,6,999.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,1,999.0,12.0,10.0,1.2,869.0,SYNTHETIC_TRAINING_DATA
rec_000296,33173,reliable,82165.61,0.04,False,sub_sim_33173,9,10,4999.0,insufficient_funds,1,0.0,0,0,WAIT,0,0.0,24.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000297,54033,high_risk,14625.2,0.35,False,sub_sim_54033,6,4,2499.0,temporary_bank_failure,1,0.0,0,0,WAIT,0,0.0,6.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000298,3310,high_risk,23536.24,0.35,False,sub_sim_3310,8,10,59999.0,insufficient_funds,1,0.0,0,1,SEND_REMINDER,0,0.0,12.0,10.0,1.2,-130.0,SYNTHETIC_TRAINING_DATA
rec_000299,6310,reliable,82071.1,0.04,False,sub_sim_6310,7,8,9999.0,insufficient_funds,1,0.0,0,0,RETRY,1,9999.0,1.0,5.0,0.2,9974.0,SYNTHETIC_TRAINING_DATA
rec_000300,94551,reliable,57880.89,0.04,False,sub_sim_94551,9,9,2499.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000301,78634,reliable,31001.79,0.04,False,sub_sim_78634,2,3,999.0,invalid_payment_method,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,1,999.0,36.0,20.0,1.5,829.0,SYNTHETIC_TRAINING_DATA
rec_000302,2885,reliable,41188.3,0.04,False,sub_sim_2885,1,4,2499.0,temporary_bank_failure,1,0.0,0,1,RETRY,1,2499.0,1.0,5.0,0.2,2474.0,SYNTHETIC_TRAINING_DATA
rec_000303,18704,reliable,97972.02,0.04,False,sub_sim_18704,4,10,2499.0,authentication_failed,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000304,30370,reliable,83937.71,0.04,False,sub_sim_30370,2,3,999.0,authentication_failed,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000305,55258,reliable,26329.49,0.04,False,sub_sim_55258,2,4,59999.0,temporary_bank_failure,1,0.0,0,0,ESCALATE_TO_HUMAN,0,0.0,48.0,150.0,0.8,-230.0,SYNTHETIC_TRAINING_DATA
rec_000306,68928,reliable,79157.08,0.04,False,sub_sim_68928,2,3,9999.0,invalid_payment_method,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000307,25544,reliable,52059.36,0.04,False,sub_sim_25544,8,8,9999.0,temporary_bank_failure,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,0,0.0,36.0,20.0,1.5,-170.0,SYNTHETIC_TRAINING_DATA
rec_000308,77869,reliable,83992.09,0.04,False,sub_sim_77869,3,8,24999.0,insufficient_funds,1,0.0,0,0,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
rec_000309,34563,reliable,62733.11,0.04,False,sub_sim_34563,6,9,999.0,invalid_payment_method,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,1,999.0,36.0,20.0,1.5,829.0,SYNTHETIC_TRAINING_DATA
rec_000310,59980,reliable,31217.67,0.04,False,sub_sim_59980,5,6,9999.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000311,27569,reliable,82281.75,0.04,False,sub_sim_27569,6,2,24999.0,temporary_bank_failure,1,0.0,0,0,SEND_REMINDER,0,0.0,12.0,10.0,1.2,-130.0,SYNTHETIC_TRAINING_DATA
rec_000312,16405,reliable,79035.86,0.04,False,sub_sim_16405,7,4,2499.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000313,71468,reliable,35518.8,0.04,False,sub_sim_71468,9,7,59999.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,0,0.0,12.0,10.0,1.2,-130.0,SYNTHETIC_TRAINING_DATA
rec_000314,49153,reliable,78239.05,0.04,False,sub_sim_49153,5,6,4999.0,temporary_bank_failure,1,0.0,0,1,RETRY,1,4999.0,1.0,5.0,0.2,4974.0,SYNTHETIC_TRAINING_DATA
rec_000315,3205,reliable,70124.16,0.04,False,sub_sim_3205,3,10,2499.0,invalid_payment_method,1,0.0,0,0,WAIT,0,0.0,24.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000316,62889,reliable,30575.24,0.04,False,sub_sim_62889,9,4,59999.0,temporary_bank_failure,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,0,0.0,36.0,20.0,1.5,-170.0,SYNTHETIC_TRAINING_DATA
rec_000317,74588,reliable,53764.44,0.04,False,sub_sim_74588,6,9,2499.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000318,50362,reliable,53470.58,0.04,False,sub_sim_50362,9,6,9999.0,invalid_payment_method,1,0.0,0,1,REQUEST_ALTERNATE_METHOD,1,9999.0,36.0,20.0,1.5,9829.0,SYNTHETIC_TRAINING_DATA
rec_000319,88919,occasional,45837.83,0.15,False,sub_sim_88919,6,8,4999.0,temporary_bank_failure,1,0.0,0,0,ESCALATE_TO_HUMAN,1,4999.0,48.0,150.0,0.8,4769.0,SYNTHETIC_TRAINING_DATA
rec_000320,72170,reliable,35611.45,0.04,False,sub_sim_72170,2,4,9999.0,card_expired,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,1,9999.0,36.0,20.0,1.5,9829.0,SYNTHETIC_TRAINING_DATA
rec_000321,75212,reliable,36902.56,0.04,False,sub_sim_75212,1,10,9999.0,insufficient_funds,1,0.0,0,0,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
rec_000322,9625,high_risk,15303.51,0.35,False,sub_sim_9625,2,8,24999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000323,56098,reliable,20713.99,0.04,False,sub_sim_56098,2,9,9999.0,insufficient_funds,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000324,10507,occasional,35164.11,0.15,False,sub_sim_10507,2,2,9999.0,temporary_bank_failure,1,0.0,0,0,RETRY,1,9999.0,1.0,5.0,0.2,9974.0,SYNTHETIC_TRAINING_DATA
rec_000325,4054,reliable,22051.14,0.04,False,sub_sim_4054,5,5,59999.0,insufficient_funds,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000326,74180,high_risk,19880.03,0.35,False,sub_sim_74180,5,2,9999.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,0,0.0,12.0,10.0,1.2,-130.0,SYNTHETIC_TRAINING_DATA
rec_000327,99226,reliable,67901.55,0.04,False,sub_sim_99226,5,9,9999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000328,77015,reliable,45527.82,0.04,False,sub_sim_77015,3,2,9999.0,insufficient_funds,1,0.0,0,0,PAYMENT_LINK,1,9999.0,24.0,15.0,1.0,9884.0,SYNTHETIC_TRAINING_DATA
rec_000329,35278,occasional,14612.55,0.15,False,sub_sim_35278,6,8,9999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000330,94255,occasional,26909.49,0.15,False,sub_sim_94255,1,2,59999.0,insufficient_funds,1,0.0,0,0,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
rec_000331,60340,reliable,35424.19,0.04,False,sub_sim_60340,1,5,24999.0,invalid_payment_method,1,0.0,0,0,STOP_RECOVERY,0,0.0,0.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000332,58370,reliable,83510.05,0.04,False,sub_sim_58370,1,9,24999.0,insufficient_funds,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000333,75780,reliable,41114.38,0.04,False,sub_sim_75780,9,2,2499.0,network_error,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000334,29142,high_risk,15032.92,0.35,False,sub_sim_29142,3,7,24999.0,network_error,1,0.0,0,1,WAIT,0,0.0,24.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000335,37259,reliable,27677.13,0.04,False,sub_sim_37259,1,5,59999.0,insufficient_funds,1,0.0,0,1,PAYMENT_LINK,1,59999.0,24.0,15.0,1.0,59884.0,SYNTHETIC_TRAINING_DATA
rec_000336,80564,reliable,38193.38,0.04,False,sub_sim_80564,2,7,24999.0,insufficient_funds,1,0.0,0,1,PAYMENT_LINK,1,24999.0,24.0,15.0,1.0,24884.0,SYNTHETIC_TRAINING_DATA
rec_000337,65965,reliable,31576.37,0.04,False,sub_sim_65965,1,5,9999.0,invalid_payment_method,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000338,69138,reliable,29929.59,0.04,False,sub_sim_69138,4,6,4999.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000339,56028,reliable,73074.11,0.04,False,sub_sim_56028,9,3,9999.0,temporary_bank_failure,1,0.0,0,0,RETRY,1,9999.0,1.0,5.0,0.2,9974.0,SYNTHETIC_TRAINING_DATA
rec_000340,78540,high_risk,22805.88,0.35,False,sub_sim_78540,6,10,4999.0,temporary_bank_failure,1,0.0,0,0,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
rec_000341,3314,reliable,85788.09,0.04,False,sub_sim_3314,8,2,2499.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000342,27729,occasional,43025.26,0.15,False,sub_sim_27729,7,6,2499.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000343,17527,high_risk,17781.44,0.35,False,sub_sim_17527,8,5,2499.0,temporary_bank_failure,1,0.0,0,1,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000344,93260,reliable,33799.96,0.04,False,sub_sim_93260,8,7,24999.0,invalid_payment_method,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,1,24999.0,36.0,20.0,1.5,24829.0,SYNTHETIC_TRAINING_DATA
rec_000345,34455,reliable,82021.22,0.04,False,sub_sim_34455,7,6,2499.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,0,0.0,12.0,10.0,1.2,-130.0,SYNTHETIC_TRAINING_DATA
rec_000346,36941,reliable,56360.41,0.04,False,sub_sim_36941,8,6,999.0,insufficient_funds,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000347,50225,occasional,41698.64,0.15,False,sub_sim_50225,2,4,4999.0,card_expired,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,1,4999.0,36.0,20.0,1.5,4829.0,SYNTHETIC_TRAINING_DATA
rec_000348,18091,reliable,53650.34,0.04,False,sub_sim_18091,6,7,2499.0,authentication_failed,1,0.0,0,1,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
rec_000349,64522,high_risk,19687.61,0.35,False,sub_sim_64522,5,7,4999.0,insufficient_funds,1,0.0,0,0,PAYMENT_LINK,1,4999.0,24.0,15.0,1.0,4884.0,SYNTHETIC_TRAINING_DATA
rec_000350,18182,high_risk,15990.27,0.35,False,sub_sim_18182,8,8,999.0,insufficient_funds,1,0.0,0,0,SEND_REMINDER,0,0.0,12.0,10.0,1.2,-130.0,SYNTHETIC_TRAINING_DATA
rec_000351,92039,reliable,93107.31,0.04,False,sub_sim_92039,2,2,24999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000352,68745,reliable,84933.9,0.04,False,sub_sim_68745,2,4,24999.0,insufficient_funds,1,0.0,0,0,PAYMENT_LINK,1,24999.0,24.0,15.0,1.0,24884.0,SYNTHETIC_TRAINING_DATA
rec_000353,27782,reliable,60895.81,0.04,False,sub_sim_27782,7,2,4999.0,insufficient_funds,1,0.0,0,1,SEND_REMINDER,1,4999.0,12.0,10.0,1.2,4869.0,SYNTHETIC_TRAINING_DATA
rec_000354,45970,reliable,91260.8,0.04,False,sub_sim_45970,5,6,4999.0,invalid_payment_method,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000355,63928,reliable,83616.17,0.04,False,sub_sim_63928,2,9,2499.0,insufficient_funds,1,0.0,0,1,PAYMENT_LINK,1,2499.0,24.0,15.0,1.0,2384.0,SYNTHETIC_TRAINING_DATA
rec_000356,91737,occasional,31314.44,0.15,False,sub_sim_91737,3,5,24999.0,temporary_bank_failure,1,0.0,0,0,WAIT,0,0.0,6.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000357,91291,reliable,56408.88,0.04,False,sub_sim_91291,6,5,59999.0,temporary_bank_failure,1,0.0,0,1,RETRY,1,59999.0,1.0,5.0,0.2,59974.0,SYNTHETIC_TRAINING_DATA
rec_000358,96195,occasional,32623.29,0.15,False,sub_sim_96195,5,7,4999.0,invalid_payment_method,1,0.0,0,1,WAIT,0,0.0,24.0,0.0,0.0,0.0,SYNTHETIC_TRAINING_DATA
rec_000359,79328,reliable,98182.14,0.04,False,sub_sim_79328,4,4,999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000360,43545,reliable,24666.31,0.04,False,sub_sim_43545,8,6,24999.0,insufficient_funds,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000361,72550,occasional,19667.39,0.15,False,sub_sim_72550,3,9,24999.0,temporary_bank_failure,1,0.0,0,1,ESCALATE_TO_HUMAN,0,0.0,48.0,150.0,0.8,-230.0,SYNTHETIC_TRAINING_DATA
rec_000362,66510,high_risk,10543.59,0.35,False,sub_sim_66510,9,2,59999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000363,92430,reliable,44348.77,0.04,False,sub_sim_92430,6,3,24999.0,temporary_bank_failure,1,0.0,0,1,PAYMENT_LINK,1,24999.0,24.0,15.0,1.0,24884.0,SYNTHETIC_TRAINING_DATA
rec_000364,35542,reliable,75775.27,0.04,False,sub_sim_35542,8,6,9999.0,insufficient_funds,1,0.0,0,1,SEND_REMINDER,0,0.0,12.0,10.0,1.2,-130.0,SYNTHETIC_TRAINING_DATA
rec_000365,81946,reliable,98447.55,0.04,False,sub_sim_81946,5,2,4999.0,invalid_payment_method,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-75.0,SYNTHETIC_TRAINING_DATA
rec_000366,18965,reliable,98547.79,0.04,False,sub_sim_18965,5,3,4999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000367,35970,reliable,36867.22,0.04,False,sub_sim_35970,1,3,59999.0,insufficient_funds,1,0.0,0,0,REQUEST_ALTERNATE_METHOD,0,0.0,36.0,20.0,1.5,-170.0,SYNTHETIC_TRAINING_DATA
rec_000368,14104,reliable,20842.33,0.04,False,sub_sim_14104,8,8,24999.0,temporary_bank_failure,1,0.0,0,0,RETRY,0,0.0,1.0,5.0,0.2,-25.0,SYNTHETIC_TRAINING_DATA
rec_000369,36913,occasional,44181.07,0.15,False,sub_sim_36913,5,9,24999.0,invalid_payment_method,1,0.0,0,0,PAYMENT_LINK,1,24999.0,24.0,15.0,1.0,24884.0,SYNTHETIC_TRAINING_DATA
rec_000370,22042,high_risk,24951.79,0.35,False,sub_sim_22042,1,10,24999.0,insufficient_funds,1,0.0,0,0,PAYMENT_LINK,0,0.0,24.0,15.0,1.0,-115.0,SYNTHETIC_TRAINING_DATA
